id,text,author_id,date_time,hashtags,username
1468025270942593025,"RT @riskigy: Parenthood #cyberattack exposes data of 400,000 patients https://t.co/aWa0WULVV1  @riskigy #infosec #cybersecurity #vciso #com…",1.1424240327944069e+18,2021-12-07 01:11:13+00:00,vciso,riskigy
1468025251804102656,RT @ericgarland: U.S. intelligence narrows down those attacks on our hospitals and critical infrastructure to - HOLD ONTO YER BUTTS!!! - th…,510678495.0,2021-12-07 01:11:09+00:00, ,ericgarland
1468024810584395787,RT @ericgarland: U.S. intelligence narrows down those attacks on our hospitals and critical infrastructure to - HOLD ONTO YER BUTTS!!! - th…,1107681374.0,2021-12-07 01:09:24+00:00, ,ericgarland
1468024750857498630,RT @ericgarland: U.S. intelligence narrows down those attacks on our hospitals and critical infrastructure to - HOLD ONTO YER BUTTS!!! - th…,1282201926.0,2021-12-07 01:09:09+00:00, ,ericgarland
1468024131761418246,"RT @riskigy: Parenthood #cyberattack exposes data of 400,000 patients https://t.co/aWa0WULVV1  @riskigy #infosec #cybersecurity #vciso #com…",69097408.0,2021-12-07 01:06:42+00:00,vciso,riskigy
1468023842325114881,"RT @riskigy: Parenthood #cyberattack exposes data of 400,000 patients https://t.co/aWa0WULVV1  @riskigy #infosec #cybersecurity #vciso #com…",1.4489501050595983e+18,2021-12-07 01:05:33+00:00,vciso,riskigy
1468023820481089538,"RT @riskigy: Parenthood #cyberattack exposes data of 400,000 patients https://t.co/aWa0WULVV1  @riskigy #infosec #cybersecurity #vciso #com…",1.2387097407770378e+18,2021-12-07 01:05:28+00:00,vciso,riskigy
1468023814743285766,RT @ericgarland: U.S. intelligence narrows down those attacks on our hospitals and critical infrastructure to - HOLD ONTO YER BUTTS!!! - th…,1.0855459815617126e+18,2021-12-07 01:05:26+00:00, ,ericgarland
1468023718706352134,"Parenthood #cyberattack exposes data of 400,000 patients https://t.co/aWa0WULVV1  @riskigy #infosec #cybersecurity #vciso #compliance #dataprotection #hackers #security #phishing #bitcoin #privacy #ransomware #cybercrime #breach #databreach #dataleak #hacked https://t.co/kJGp7ZpoQ8",1.2622016365812572e+18,2021-12-07 01:05:03+00:00,hacked,riskigy
1468021206011969538,Companies Linked to Russian Ransomware Hide in Plain Sight - The New York Times https://t.co/koXrCzsoxO https://t.co/SWNYwJaZla,7.48958677164372e+17,2021-12-07 00:55:04+00:00, , 
1468021202866163713,Companies Linked to Russian Ransomware Hide in Plain Sight - The New York Times https://t.co/rrYr9MFgfS,1.4534720309557699e+18,2021-12-07 00:55:03+00:00, , 
1468020608420270087,RT @ericgarland: U.S. intelligence narrows down those attacks on our hospitals and critical infrastructure to - HOLD ONTO YER BUTTS!!! - th…,9.649773801032458e+17,2021-12-07 00:52:42+00:00, ,ericgarland
1468020180672401409,Companies Linked to Russian Ransomware Hide in Plain Sight https://t.co/EncYdgDvAP #cybersecurity,30297423.0,2021-12-07 00:51:00+00:00,cybersecurity, 
1468019210567790597,RT @WhitStillman: Companies Linked to Russian Ransomware Hide in Plain Sight https://t.co/yTNilFzdAs,509171700.0,2021-12-07 00:47:08+00:00, ,WhitStillman
1468018877430829057,RT @ericgarland: U.S. intelligence narrows down those attacks on our hospitals and critical infrastructure to - HOLD ONTO YER BUTTS!!! - th…,128336722.0,2021-12-07 00:45:49+00:00, ,ericgarland
1468017186631417859,RT @ericgarland: U.S. intelligence narrows down those attacks on our hospitals and critical infrastructure to - HOLD ONTO YER BUTTS!!! - th…,1.0628862981662884e+18,2021-12-07 00:39:06+00:00, ,ericgarland
1468015469756133379,RT @ericgarland: U.S. intelligence narrows down those attacks on our hospitals and critical infrastructure to - HOLD ONTO YER BUTTS!!! - th…,2315520012.0,2021-12-07 00:32:17+00:00, ,ericgarland
1468014566252728320,RT @ericgarland: U.S. intelligence narrows down those attacks on our hospitals and critical infrastructure to - HOLD ONTO YER BUTTS!!! - th…,246605225.0,2021-12-07 00:28:41+00:00, ,ericgarland
1468014035945725952,RT @ericgarland: U.S. intelligence narrows down those attacks on our hospitals and critical infrastructure to - HOLD ONTO YER BUTTS!!! - th…,31460348.0,2021-12-07 00:26:35+00:00, ,ericgarland
1468013966345617415,RT @ericgarland: U.S. intelligence narrows down those attacks on our hospitals and critical infrastructure to - HOLD ONTO YER BUTTS!!! - th…,1.1456394550485729e+18,2021-12-07 00:26:18+00:00, ,ericgarland
1468013551658823686,Companies Linked to Russian Ransomware Hide in Plain Sight https://t.co/ILeMxoZi9L,1.098317762626089e+18,2021-12-07 00:24:39+00:00, , 
1468012939743399936,RT @ericgarland: U.S. intelligence narrows down those attacks on our hospitals and critical infrastructure to - HOLD ONTO YER BUTTS!!! - th…,1926381835.0,2021-12-07 00:22:13+00:00, ,ericgarland
1468012697312796675,RT @ericgarland: U.S. intelligence narrows down those attacks on our hospitals and critical infrastructure to - HOLD ONTO YER BUTTS!!! - th…,248307444.0,2021-12-07 00:21:16+00:00, ,ericgarland
1468012594648825856,RT @ericgarland: U.S. intelligence narrows down those attacks on our hospitals and critical infrastructure to - HOLD ONTO YER BUTTS!!! - th…,3408924358.0,2021-12-07 00:20:51+00:00, ,ericgarland
1468012341946056705,RT @ericgarland: U.S. intelligence narrows down those attacks on our hospitals and critical infrastructure to - HOLD ONTO YER BUTTS!!! - th…,1.430922107106431e+18,2021-12-07 00:19:51+00:00, ,ericgarland
1468011983165341697,RT @ericgarland: U.S. intelligence narrows down those attacks on our hospitals and critical infrastructure to - HOLD ONTO YER BUTTS!!! - th…,306418365.0,2021-12-07 00:18:25+00:00, ,ericgarland
1468011886721392647,RT @ericgarland: U.S. intelligence narrows down those attacks on our hospitals and critical infrastructure to - HOLD ONTO YER BUTTS!!! - th…,1.425706194371502e+18,2021-12-07 00:18:02+00:00, ,ericgarland
1468011484206833664,Companies Linked to Russian Ransomware Hide in Plain Sight https://t.co/yTNilFzdAs,148055299.0,2021-12-07 00:16:26+00:00, , 
1468011071034335235,RT @ericgarland: U.S. intelligence narrows down those attacks on our hospitals and critical infrastructure to - HOLD ONTO YER BUTTS!!! - th…,8.684569216905134e+17,2021-12-07 00:14:48+00:00, ,ericgarland
1468010928029511684,No surprise here | Companies Linked to Russian #Ransomware Hide in Plain Sight https://t.co/9aKT2wXUgi,16602994.0,2021-12-07 00:14:14+00:00,Ransomware, 
1468010754813005826,Companies Linked to Russian Ransomware Hide in Plain Sight https://t.co/3wua4DyZ1c,7.281140204949258e+17,2021-12-07 00:13:32+00:00, , 
1468010203794878464,RT @ericgarland: U.S. intelligence narrows down those attacks on our hospitals and critical infrastructure to - HOLD ONTO YER BUTTS!!! - th…,1283499631.0,2021-12-07 00:11:21+00:00, ,ericgarland
1468009252899991552,RT @ericgarland: U.S. intelligence narrows down those attacks on our hospitals and critical infrastructure to - HOLD ONTO YER BUTTS!!! - th…,8.793608476377334e+17,2021-12-07 00:07:34+00:00, ,ericgarland
1468009006971109382,"RT @TheNewOil1: Companies Linked to Russian Ransomware Hide in Plain Sight

https://t.co/4ZucLL6DKJ",9.811394628883702e+17,2021-12-07 00:06:36+00:00, ,TheNewOil1
1468008847780589572,"RT @DonAviv: Russian #Ransomware Gangs are hiding in plain sight.

https://t.co/DN1e9ueihp",9.811394628883702e+17,2021-12-07 00:05:58+00:00,Ransomware,DonAviv
1468008759154950150,RT @NzVox: Companies Linked to Russian Ransomware Hide in Plain Sight #Ransomware via https://t.co/r3U9icZG0d https://t.co/joVO7RHI94,9.811394628883702e+17,2021-12-07 00:05:37+00:00,Ransomware,NzVox
1468008667014381568,"RT @1983resist: Companies Linked to Russian Ransomware Hide in Plain Sight https://t.co/sJpplgtrwg
Important read",9.811394628883702e+17,2021-12-07 00:05:15+00:00, ,1983resist
1468008569782083592,RT @paxr55: Companies Linked to Russian Ransomware Hide in Plain Sight https://t.co/LnOQW5Mtfy,9.811394628883702e+17,2021-12-07 00:04:51+00:00, ,paxr55
1468008518796070922,"RT @memeorandum: Companies Linked to Russian Ransomware Hide in Plain Sight (@andrewkramernyt / New York Times)

https://t.co/EJfKIFbqYu
ht…",9.811394628883702e+17,2021-12-07 00:04:39+00:00, ,memeorandum
1468008518259134464,"La Torre Federación Este es el edificio más alto y dirección más cara de Moscú. Y también según la justicia de EEUU es donde, escondidas a simple vista, tienen sus oficinas buena parte de las tecnológicas rusas conectadas con delitos de extorsión online. 
https://t.co/D4DyBFrCL3 https://t.co/Poa26eNJ4d",9.675706412169175e+17,2021-12-07 00:04:39+00:00, , 
1468008035113181188,RT @ericgarland: U.S. intelligence narrows down those attacks on our hospitals and critical infrastructure to - HOLD ONTO YER BUTTS!!! - th…,1.273056656063152e+18,2021-12-07 00:02:44+00:00, ,ericgarland
1468007700042854415,RT @ericgarland: U.S. intelligence narrows down those attacks on our hospitals and critical infrastructure to - HOLD ONTO YER BUTTS!!! - th…,2690947244.0,2021-12-07 00:01:24+00:00, ,ericgarland
1468007399063752710,RT @ericgarland: U.S. intelligence narrows down those attacks on our hospitals and critical infrastructure to - HOLD ONTO YER BUTTS!!! - th…,8.402579642797138e+17,2021-12-07 00:00:12+00:00, ,ericgarland
